sampleId	sampleName	地址	经度	纬度	环境图片	门图片地址	纲图片地址	目图片地址	科图片地址	属图片地址
83	WMH-5	未名湖	116.30911	39.99528	pic/env/WMH-5.jpg	pic/pie_charts_level2/pie_chart_level2-83.png	pic/pie_charts_level3/pie_chart_level3-83.png	pic/pie_charts_level4/pie_chart_level4-83.png	pic/pie_charts_level5/pie_chart_level5-83.png	pic/pie_charts_level6/pie_chart_level6-83.png
84	WMH-6	未名湖	116.3089	39.99508	pic/env/WMH-6.jpg	pic/pie_charts_level2/pie_chart_level2-84.png	pic/pie_charts_level3/pie_chart_level3-84.png	pic/pie_charts_level4/pie_chart_level4-84.png	pic/pie_charts_level5/pie_chart_level5-84.png	pic/pie_charts_level6/pie_chart_level6-84.png
85	WMH-7	未名湖	116.30912	39.99477	pic/env/WMH-7.jpg	pic/pie_charts_level2/pie_chart_level2-85.png	pic/pie_charts_level3/pie_chart_level3-85.png	pic/pie_charts_level4/pie_chart_level4-85.png	pic/pie_charts_level5/pie_chart_level5-85.png	pic/pie_charts_level6/pie_chart_level6-85.png
86	WMH-8	未名湖	116.30967	39.9946	pic/env/WMH-8.jpg	pic/pie_charts_level2/pie_chart_level2-86.png	pic/pie_charts_level3/pie_chart_level3-86.png	pic/pie_charts_level4/pie_chart_level4-86.png	pic/pie_charts_level5/pie_chart_level5-86.png	pic/pie_charts_level6/pie_chart_level6-86.png
87	WMH-9	未名湖	116.30849	39.99515	pic/env/WMH-9.jpg	pic/pie_charts_level2/pie_chart_level2-87.png	pic/pie_charts_level3/pie_chart_level3-87.png	pic/pie_charts_level4/pie_chart_level4-87.png	pic/pie_charts_level5/pie_chart_level5-87.png	pic/pie_charts_level6/pie_chart_level6-87.png
88	WMHS-1	未名湖水	116.31042	39.99404	pic/env/WMHS-1.jpg	pic/pie_charts_level2/pie_chart_level2-88.png	pic/pie_charts_level3/pie_chart_level3-88.png	pic/pie_charts_level4/pie_chart_level4-88.png	pic/pie_charts_level5/pie_chart_level5-88.png	pic/pie_charts_level6/pie_chart_level6-88.png
89	WMHS-2	未名湖水	116.30943	39.99546	pic/env/WMHS-2.jpg	pic/pie_charts_level2/pie_chart_level2-89.png	pic/pie_charts_level3/pie_chart_level3-89.png	pic/pie_charts_level4/pie_chart_level4-89.png	pic/pie_charts_level5/pie_chart_level5-89.png	pic/pie_charts_level6/pie_chart_level6-89.png
90	WSQ20	遥感楼门牌	116.312674	39.993197	pic/env/WSQ20.jpg	pic/pie_charts_level2/pie_chart_level2-90.png	pic/pie_charts_level3/pie_chart_level3-90.png	pic/pie_charts_level4/pie_chart_level4-90.png	pic/pie_charts_level5/pie_chart_level5-90.png	pic/pie_charts_level6/pie_chart_level6-90.png
91	WSQ21	吕志和楼瑞幸咖啡窗户	116.313178	39.992291	pic/env/WSQ21.jpg	pic/pie_charts_level2/pie_chart_level2-91.png	pic/pie_charts_level3/pie_chart_level3-91.png	pic/pie_charts_level4/pie_chart_level4-91.png	pic/pie_charts_level5/pie_chart_level5-91.png	pic/pie_charts_level6/pie_chart_level6-91.png
92	WSQ22	地学楼教室讲台	116.311874	39.991727	pic/env/WSQ22.jpg	pic/pie_charts_level2/pie_chart_level2-92.png	pic/pie_charts_level3/pie_chart_level3-92.png	pic/pie_charts_level4/pie_chart_level4-92.png	pic/pie_charts_level5/pie_chart_level5-92.png	pic/pie_charts_level6/pie_chart_level6-92.png
93	WSQ23	光华管理学院1号楼寄存柜按钮	116.312224	39.990713	pic/env/WSQ23.jpg	pic/pie_charts_level2/pie_chart_level2-93.png	pic/pie_charts_level3/pie_chart_level3-93.png	pic/pie_charts_level4/pie_chart_level4-93.png	pic/pie_charts_level5/pie_chart_level5-93.png	pic/pie_charts_level6/pie_chart_level6-93.png
94	WSQ24	理科教学楼（黄廷方楼）一楼圆凳	116.312943	39.991456	pic/env/WSQ24.jpg	pic/pie_charts_level2/pie_chart_level2-94.png	pic/pie_charts_level3/pie_chart_level3-94.png	pic/pie_charts_level4/pie_chart_level4-94.png	pic/pie_charts_level5/pie_chart_level5-94.png	pic/pie_charts_level6/pie_chart_level6-94.png
95	WSQ25	第二教学楼自助售货机把手	116.313147	39.989452	pic/env/WSQ25.jpg	pic/pie_charts_level2/pie_chart_level2-95.png	pic/pie_charts_level3/pie_chart_level3-95.png	pic/pie_charts_level4/pie_chart_level4-95.png	pic/pie_charts_level5/pie_chart_level5-95.png	pic/pie_charts_level6/pie_chart_level6-95.png
96	WSQ27	邱德拔体育馆西门柱子	116.315103	39.988655	pic/env/WSQ27.jpg	pic/pie_charts_level2/pie_chart_level2-96.png	pic/pie_charts_level3/pie_chart_level3-96.png	pic/pie_charts_level4/pie_chart_level4-96.png	pic/pie_charts_level5/pie_chart_level5-96.png	pic/pie_charts_level6/pie_chart_level6-96.png
97	WSQ28	英杰交流中心玻璃门	116.313876	39.990738	pic/env/WSQ28.jpg	pic/pie_charts_level2/pie_chart_level2-97.png	pic/pie_charts_level3/pie_chart_level3-97.png	pic/pie_charts_level4/pie_chart_level4-97.png	pic/pie_charts_level5/pie_chart_level5-97.png	pic/pie_charts_level6/pie_chart_level6-97.png
98	WSQ29	理科三号楼东门重点实验室牌子	116.314545	39.991664	pic/env/WSQ29.jpg	pic/pie_charts_level2/pie_chart_level2-98.png	pic/pie_charts_level3/pie_chart_level3-98.png	pic/pie_charts_level4/pie_chart_level4-98.png	pic/pie_charts_level5/pie_chart_level5-98.png	pic/pie_charts_level6/pie_chart_level6-98.png
99	WSQ30	金光生命科学大楼南门柱子	116.314486	39.992452	pic/env/WSQ30.jpg	pic/pie_charts_level2/pie_chart_level2-99.png	pic/pie_charts_level3/pie_chart_level3-99.png	pic/pie_charts_level4/pie_chart_level4-99.png	pic/pie_charts_level5/pie_chart_level5-99.png	pic/pie_charts_level6/pie_chart_level6-99.png
100	WSQ31	环境科学与工程学院室外圆桌	116.314722	39.994581	pic/env/WSQ31.jpg	pic/pie_charts_level2/pie_chart_level2-100.png	pic/pie_charts_level3/pie_chart_level3-100.png	pic/pie_charts_level4/pie_chart_level4-100.png	pic/pie_charts_level5/pie_chart_level5-100.png	pic/pie_charts_level6/pie_chart_level6-100.png
101	WSQ32	法学院I love law 立牌	116.313506	39.994473	pic/env/WSQ32.jpg	pic/pie_charts_level2/pie_chart_level2-101.png	pic/pie_charts_level3/pie_chart_level3-101.png	pic/pie_charts_level4/pie_chart_level4-101.png	pic/pie_charts_level5/pie_chart_level5-101.png	pic/pie_charts_level6/pie_chart_level6-101.png
102	WSQ33	樱树林飞人雕像立柱	116.313115	39.994867	pic/env/WSQ33.jpg	pic/pie_charts_level2/pie_chart_level2-102.png	pic/pie_charts_level3/pie_chart_level3-102.png	pic/pie_charts_level4/pie_chart_level4-102.png	pic/pie_charts_level5/pie_chart_level5-102.png	pic/pie_charts_level6/pie_chart_level6-102.png
103	WSQ34	东操场小足球门	116.313214	39.987912	pic/env/WSQ34.jpg	pic/pie_charts_level2/pie_chart_level2-103.png	pic/pie_charts_level3/pie_chart_level3-103.png	pic/pie_charts_level4/pie_chart_level4-103.png	pic/pie_charts_level5/pie_chart_level5-103.png	pic/pie_charts_level6/pie_chart_level6-103.png
104	WSQ42	王克桢楼南门柱子	116.314897	39.986922	pic/env/WSQ42.jpg	pic/pie_charts_level2/pie_chart_level2-104.png	pic/pie_charts_level3/pie_chart_level3-104.png	pic/pie_charts_level4/pie_chart_level4-104.png	pic/pie_charts_level5/pie_chart_level5-104.png	pic/pie_charts_level6/pie_chart_level6-104.png
105	WSQ43	理科5号楼马寅初雕像	116.314694	39.989891	pic/env/WSQ43.jpg	pic/pie_charts_level2/pie_chart_level2-105.png	pic/pie_charts_level3/pie_chart_level3-105.png	pic/pie_charts_level4/pie_chart_level4-105.png	pic/pie_charts_level5/pie_chart_level5-105.png	pic/pie_charts_level6/pie_chart_level6-105.png
106	WSQ44	光华管理学院2号楼西门把手	116.313287	39.99555	pic/env/WSQ44.jpg	pic/pie_charts_level2/pie_chart_level2-106.png	pic/pie_charts_level3/pie_chart_level3-106.png	pic/pie_charts_level4/pie_chart_level4-106.png	pic/pie_charts_level5/pie_chart_level5-106.png	pic/pie_charts_level6/pie_chart_level6-106.png
107	WYXY-1	外国语学院	116.31242	39.99726	pic/env/WYXY-1.jpg	pic/pie_charts_level2/pie_chart_level2-107.png	pic/pie_charts_level3/pie_chart_level3-107.png	pic/pie_charts_level4/pie_chart_level4-107.png	pic/pie_charts_level5/pie_chart_level5-107.png	pic/pie_charts_level6/pie_chart_level6-107.png
108	XW10	30楼秋千	116.309363	39.988086	pic/env/XW10.jpg	pic/pie_charts_level2/pie_chart_level2-108.png	pic/pie_charts_level3/pie_chart_level3-108.png	pic/pie_charts_level4/pie_chart_level4-108.png	pic/pie_charts_level5/pie_chart_level5-108.png	pic/pie_charts_level6/pie_chart_level6-108.png
109	XW11	新太阳学生中心一层桌面	116.311164	39.98888	pic/env/XW11.jpg	pic/pie_charts_level2/pie_chart_level2-109.png	pic/pie_charts_level3/pie_chart_level3-109.png	pic/pie_charts_level4/pie_chart_level4-109.png	pic/pie_charts_level5/pie_chart_level5-109.png	pic/pie_charts_level6/pie_chart_level6-109.png
110	XW12	百周年纪念讲堂南侧广告牌	116.310755	39.989626	pic/env/XW12.jpg	pic/pie_charts_level2/pie_chart_level2-110.png	pic/pie_charts_level3/pie_chart_level3-110.png	pic/pie_charts_level4/pie_chart_level4-110.png	pic/pie_charts_level5/pie_chart_level5-110.png	pic/pie_charts_level6/pie_chart_level6-110.png
111	XW13	图书馆闸机	116.309972	39.991902	pic/env/XW13.jpg	pic/pie_charts_level2/pie_chart_level2-111.png	pic/pie_charts_level3/pie_chart_level3-111.png	pic/pie_charts_level4/pie_chart_level4-111.png	pic/pie_charts_level5/pie_chart_level5-111.png	pic/pie_charts_level6/pie_chart_level6-111.png
112	XW14	革命烈士纪念碑	116.308191	39.992156	pic/env/XW14.jpg	pic/pie_charts_level2/pie_chart_level2-112.png	pic/pie_charts_level3/pie_chart_level3-112.png	pic/pie_charts_level4/pie_chart_level4-112.png	pic/pie_charts_level5/pie_chart_level5-112.png	pic/pie_charts_level6/pie_chart_level6-112.png
113	XW37	快递服务中心快递柜	116.310593	39.986624	pic/env/XW37.jpg	pic/pie_charts_level2/pie_chart_level2-113.png	pic/pie_charts_level3/pie_chart_level3-113.png	pic/pie_charts_level4/pie_chart_level4-113.png	pic/pie_charts_level5/pie_chart_level5-113.png	pic/pie_charts_level6/pie_chart_level6-113.png
114	XW38	正大国际中心西侧正门	116.306125	39.990605	pic/env/XW38.jpg	pic/pie_charts_level2/pie_chart_level2-114.png	pic/pie_charts_level3/pie_chart_level3-114.png	pic/pie_charts_level4/pie_chart_level4-114.png	pic/pie_charts_level5/pie_chart_level5-114.png	pic/pie_charts_level6/pie_chart_level6-114.png
115	XW39	燕南园工学院石碑	116.308314	39.98945	pic/env/XW39.jpg	pic/pie_charts_level2/pie_chart_level2-115.png	pic/pie_charts_level3/pie_chart_level3-115.png	pic/pie_charts_level4/pie_chart_level4-115.png	pic/pie_charts_level5/pie_chart_level5-115.png	pic/pie_charts_level6/pie_chart_level6-115.png
116	XW40	二体东篮球场西侧物品存放柜柜门	116.308631	39.990695	pic/env/XW40.jpg	pic/pie_charts_level2/pie_chart_level2-116.png	pic/pie_charts_level3/pie_chart_level3-116.png	pic/pie_charts_level4/pie_chart_level4-116.png	pic/pie_charts_level5/pie_chart_level5-116.png	pic/pie_charts_level6/pie_chart_level6-116.png
117	XW45	五四体育场西侧塑胶跑道	116.312769	39.987684	pic/env/XW45.jpg	pic/pie_charts_level2/pie_chart_level2-117.png	pic/pie_charts_level3/pie_chart_level3-117.png	pic/pie_charts_level4/pie_chart_level4-117.png	pic/pie_charts_level5/pie_chart_level5-117.png	pic/pie_charts_level6/pie_chart_level6-117.png
118	XW46	学一食堂东区大理石桌面	116.308133	39.987526	pic/env/XW46.jpg	pic/pie_charts_level2/pie_chart_level2-118.png	pic/pie_charts_level3/pie_chart_level3-118.png	pic/pie_charts_level4/pie_chart_level4-118.png	pic/pie_charts_level5/pie_chart_level5-118.png	pic/pie_charts_level6/pie_chart_level6-118.png
119	XW5	勺园学生宿舍，家@勺园立牌	116.30622	39.991711	pic/env/XW5.jpg	pic/pie_charts_level2/pie_chart_level2-119.png	pic/pie_charts_level3/pie_chart_level3-119.png	pic/pie_charts_level4/pie_chart_level4-119.png	pic/pie_charts_level5/pie_chart_level5-119.png	pic/pie_charts_level6/pie_chart_level6-119.png
120	XW6	国际关系学院字碑	116.306559	39.991417	pic/env/XW6.jpg	pic/pie_charts_level2/pie_chart_level2-120.png	pic/pie_charts_level3/pie_chart_level3-120.png	pic/pie_charts_level4/pie_chart_level4-120.png	pic/pie_charts_level5/pie_chart_level5-120.png	pic/pie_charts_level6/pie_chart_level6-120.png
121	XW7	佟园食堂门把手	116.306746	39.990992	pic/env/XW7.jpg	pic/pie_charts_level2/pie_chart_level2-121.png	pic/pie_charts_level3/pie_chart_level3-121.png	pic/pie_charts_level4/pie_chart_level4-121.png	pic/pie_charts_level5/pie_chart_level5-121.png	pic/pie_charts_level6/pie_chart_level6-121.png
122	XW8	46楼自行车维修点集装箱	116.305717	39.98878	pic/env/XW8.jpg	pic/pie_charts_level2/pie_chart_level2-122.png	pic/pie_charts_level3/pie_chart_level3-122.png	pic/pie_charts_level4/pie_chart_level4-122.png	pic/pie_charts_level5/pie_chart_level5-122.png	pic/pie_charts_level6/pie_chart_level6-122.png
123	XW9	家园食堂二层凳子	116.308154	39.98849	pic/env/XW9.jpg	pic/pie_charts_level2/pie_chart_level2-123.png	pic/pie_charts_level3/pie_chart_level3-123.png	pic/pie_charts_level4/pie_chart_level4-123.png	pic/pie_charts_level5/pie_chart_level5-123.png	pic/pie_charts_level6/pie_chart_level6-123.png
124	XYY-1	校医院旁	116.31336	39.99633	pic/env/XYY-1.jpg	pic/pie_charts_level2/pie_chart_level2-124.png	pic/pie_charts_level3/pie_chart_level3-124.png	pic/pie_charts_level4/pie_chart_level4-124.png	pic/pie_charts_level5/pie_chart_level5-124.png	pic/pie_charts_level6/pie_chart_level6-124.png
125	YT-1	一体	116.31298	39.99465	pic/env/YT-1.jpg	pic/pie_charts_level2/pie_chart_level2-125.png	pic/pie_charts_level3/pie_chart_level3-125.png	pic/pie_charts_level4/pie_chart_level4-125.png	pic/pie_charts_level5/pie_chart_level5-125.png	pic/pie_charts_level6/pie_chart_level6-125.png
